"관리번호","자치구","와이파이명","도로명주소","상세주소","설치위치(층)","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","wifi접속환경","X좌표","Y좌표","작업일자"
"GS080043","강서구","화곡3동","화곡3동 1049-47","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83815","37.541645","2022-03-06 10:57:52.0"
"GS080044","강서구","화곡3동","화곡동 1067-18","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.836716","37.54128","2022-03-06 10:57:52.0"
"GS080045","강서구","화곡3동","화곡동 1045-45","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.835304","37.54149","2022-03-06 10:57:52.0"
"GS080046","강서구","화곡3동","화곡동 1043-18","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83443","37.54098","2022-03-06 10:57:52.0"
"GS080047","강서구","수명공원","화곡동 1044-31","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83453","37.54074","2022-03-06 10:57:52.0"
"GS080048","강서구","화곡3동","화곡동1008-32 미리내어린이공원 CCTV","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.834854","37.547703","2022-03-06 10:57:52.0"
"GS080049","강서구","화곡3동","강서로 239","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83597","37.54717","2022-03-06 10:57:52.0"
"GS080050","강서구","화곡3동","화곡로 119","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83508","37.540466","2022-03-06 10:57:52.0"
"GS080051","강서구","화곡3동","화곡로 113","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.832245","37.5402","2022-03-06 10:57:52.0"
"GS090024","강서구","화곡4동","화곡4동 809-3  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2017","실내","","126.8607","37.534554","2022-03-06 10:57:52.0"
"GS090025","강서구","화곡4동","화곡4동 809-3  지하 헬스장","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.8607","37.534554","2022-03-06 10:57:52.0"
"GS090026","강서구","화곡4동","화곡4동 809-3  2층 강서영어도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.8607","37.534554","2022-03-06 10:57:52.0"
"GS090027","강서구","화곡4동","화곡4동 809-3  2층 강서영어도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.85006","37.551765","2022-03-06 10:57:52.0"
"GS090028","강서구","화곡4동","화곡4동 809-3  2층 강서영어도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.85006","37.551765","2022-03-06 10:57:52.0"
"GS090029","강서구","화곡4동","화곡4동 809-3  정면 2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.8605","37.534542","2022-03-06 10:57:52.0"
"GS090030","강서구","화곡4동","화곡4동 809-3  후면 2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.860855","37.534653","2022-03-06 10:57:52.0"
"GS090031","강서구","화곡4동","화곡동 465-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84503","37.566242","2022-03-06 10:57:52.0"
"GS090032","강서구","화곡4동","화곡동 473-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.855736","37.536785","2022-03-06 10:57:52.0"
"GS090033","강서구","화곡4동","화곡동 469-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85565","37.53614","2022-03-06 10:57:52.0"
"GS090034","강서구","화곡4동","화곡동 488-2(한광고)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85768","37.53884","2022-03-06 10:57:52.0"
"GS090035","강서구","화곡4동","화곡동 479-6","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.858894","37.53689","2022-03-06 10:57:52.0"
"GS090036","강서구","화곡4동","화곡동 504-51","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86075","37.536232","2022-03-06 10:57:52.0"
"GS090037","강서구","화곡4동","화곡동 470-10","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85685","37.53558","2022-03-06 10:57:52.0"
"GS090038","강서구","화곡4동","화곡동 464-6","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85604","37.535023","2022-03-06 10:57:52.0"
"GS090039","강서구","화곡4동","화곡동 824-13","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85796","37.534573","2022-03-06 10:57:52.0"
"GS090040","강서구","화곡4동","화곡동 821-20","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.857025","37.53471","2022-03-06 10:57:52.0"
"GS090041","강서구","화곡4동","화곡동 802-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86005","37.533627","2022-03-06 10:57:52.0"
"GS090042","강서구","화곡4동","화곡동 825-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85873","37.53547","2022-03-06 10:57:52.0"
"GS090043","강서구","화곡4동","화곡동 827-9","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.859886","37.534393","2022-03-06 10:57:52.0"
"GS090044","강서구","화곡4동","화곡동 807-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86173","37.53502","2022-03-06 10:57:52.0"
"GS090045","강서구","화곡4동","화곡동 804-6","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86185","37.53338","2022-03-06 10:57:52.0"
"GS090046","강서구","화곡4동","화곡동 772-78","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8629","37.53454","2022-03-06 10:57:52.0"
"GS090047","강서구","화곡4동","화곡4동 829-9","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.858246","37.53323","2022-03-06 10:57:52.0"
"GS090048","강서구","화곡4동","화곡동 832-46","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85755","37.53338","2022-03-06 10:57:52.0"
"GS090049","강서구","화곡4동","화곡동 848-2","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85811","37.53131","2022-03-06 10:57:52.0"
"GS090050","강서구","화곡4동","화곡동 794-27","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8603","37.531178","2022-03-06 10:57:52.0"
"GS090051","강서구","화곡4동","화곡동 780-12","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86196","37.531776","2022-03-06 10:57:52.0"
"GS090052","강서구","화곡4동","화곡동 781-10 올레포자 옆","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86313","37.53184","2022-03-06 10:57:52.0"
"GS090053","강서구","화곡4동","화곡동 842-11","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85833","37.53001","2022-03-06 10:57:52.0"
"GS090054","강서구","화곡4동","화곡동 790-6","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85938","37.530155","2022-03-06 10:57:52.0"
"GS090055","강서구","화곡4동","화곡동 785-11","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86202","37.53024","2022-03-06 10:57:52.0"
"GS090056","강서구","화곡4동","등촌로 59","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.863335","37.53522","2022-03-06 10:57:52.0"
"GS090057","강서구","화곡4동","등촌로 49","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86341","37.53432","2022-03-06 10:57:52.0"
"GS090058","강서구","화곡4동","등촌로 31","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.863525","37.533035","2022-03-06 10:57:52.0"
"GS090059","강서구","화곡4동","곰달래로 271","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86315","37.532402","2022-03-06 10:57:52.0"
"GS090060","강서구","화곡4동","곰달래로 261","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86217","37.532276","2022-03-06 10:57:52.0"
"GS090061","강서구","화곡4동","곰달래로 257","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8616","37.532204","2022-03-06 10:57:52.0"
"GS090062","강서구","화곡4동","곰달래로 245","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86041","37.532055","2022-03-06 10:57:52.0"
"GS090063","강서구","화곡4동","곰달래로 235","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85929","37.531914","2022-03-06 10:57:52.0"
"GS090064","강서구","화곡4동","화곡동 839-13","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85866","37.531837","2022-03-06 10:57:52.0"
"GS090065","강서구","두레어린이공원","화곡동 792-9","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.859184","37.53097","2022-03-06 10:57:52.0"
"GS090066","강서구","달빛공원","화곡동 783-1","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.862854","37.53137","2022-03-06 10:57:52.0"
"GS090067","강서구","화곡4동","화곡동 809-3(지상3층 다목적실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86077","37.534542","2022-03-06 10:57:52.0"
"GS090068","강서구","화곡4동","화곡동 809-3(지상3층 창작교실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86077","37.534542","2022-03-06 10:57:52.0"
"GS100009","강서구","강서구청(본관)","화곡6동 980-16  지하 2층 강당","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100010","강서구","강서구청(본관)","화곡6동 980-16  지하 2층 강당","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100011","강서구","강서구청(본관)","화곡6동 980-16  지하 1층 구내식당","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100012","강서구","강서구청(본관)","화곡6동 980-16  지하 1층 복도","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100013","강서구","강서구청(본관)","화곡6동 980-16  1층 민원여권과","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2009","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100014","강서구","강서구청(본관)","화곡6동 980-16  1층 부동산정보과","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2009","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100015","강서구","강서구청(본관)","화곡6동 980-16  건축과","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100016","강서구","강서구청(본관)","화곡6동 980-16  2층 세무1과","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100017","강서구","강서구청(본관)","화곡6동 980-16  2층 징수과","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2016","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100018","강서구","강서구청(본관)","화곡6동 980-16  2층 교육지원과","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100019","강서구","강서구청(본관)","화곡6동 980-16  3층 구청장실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2009","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100021","강서구","강서구청(본관)","화곡6동 980-16  3층 대회의실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100022","강서구","강서구청(본관)","화곡6동 980-16  5층 재난안전과","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2018","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100023","강서구","강서구청(본관)","화곡6동 980-16  4층 자치행정과","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100024","강서구","강서구청(본관)","화곡6동 980-16 4층 문화체육과","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS100025","강서구","강서구청(본관)","화곡6동 980-16  4층 국장실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
